centre_name,stamp_image,location,contacts,site_link,latitude,longitude
Big Apple Dive Resort,,,divebigapple.com | bigapplepuertogalera@gmail.com,http://www.divebigapple.com,13.5200671,120.9745249
Bird's Nest Travel and Tours,,, | marjelnido@gmail.com,https://,51.1894301,3.2880191
Blue Heaven Diveshop,,, | blueheaven@gmail.com,https://,17.9174388,-87.96288539999999
Blue Lagoon Dive Resort,,,bluelagoondiveresort-philippines.com/en/home | bluelagoondiveresort@gmail.com,http://bluelagoondiveresort-philippines.com/en/home/,13.5225614,120.9718306
Blue Water Diving,,,bluewaterdive.com | mrgomc@gmail.com,http://www.bluewaterdive.com/,27.7832922,-15.7162452
Bohol Divers Club,,,alonaboholdiversclub.com | alcarazsara@netscape.net,https://www.alonaboholdiversclub.com/,9.5476748,123.7697044
Bohol Sea Resort,,,boholsearesort.com | info@boholsearesort.ph,https://www.boholsearesort.com,9.5481354,123.7580561
Boyla Dive Centre,,,boyladivingresort.net | boyladiveresort@yahoo.com,https://www.boyladivingresort.net/,10.2862095,124.0024837
Cadlao Tour Booking Office,,, | cadlaotour-beth@yahoo.com,https://,11.1878057,119.3952918
Caera Travel and Tours,,, | caeratraveltourelnido@yahoo.com,https://,11.1799732,119.3898887
Cashem Travel and Tours,,,facebook.com/gilbertelnido | gilbertelnidocashem13@gmail.com,https://www.facebook.com/gilbertelnido,11.2097089,119.4622539
Cebu Dive Centre,,,cebudivecentre.com | info@cebudivecentre.com,http://www.cebudivecentre.com,9.9507657,123.3657427
Cebu Neptune Diving Adventures,,,neptunediving.com | johan@neptunediving.com,http://www.neptunediving.com/,9.948438,123.3660674
Christian Jay Travel and Tours,,,facebook.com/Ivan.hanz.372 | ivanhanz22023@gmail.com,https://www.facebook.com/Ivan.hanz.372,44.182809,28.6444095
Citrin Travel & Tours,,, | citrintravelandtour@yahoo.com,https://,13.7311671,100.587654
Coco Divers,,,cocodivers.com | sales@cocobeach.com,http://www.cocodivers.com,22.5855022,-78.6502893
Deep Blue Dive Resort,,,deepblue-bohol.co.kr | operation@deepbluedivecenter.com,http://www.deepblue-bohol.co.kr/,9.5469645,123.7531161
Deep Blue Dive Seafari Inc.,,,deepblueseafari.com | deepblueseafari@gmail.com,http://www.deepblueseafari.com/,11.1801802,119.3884548
Deepper Dive Inc,,,deepper.co.kr | hanbuty@hanmail.net,http://www.deepper.co.kr,48.8601153,2.3681639
Distal's Island Hopping,,,elnidoboutiqueandartcafe.com | tanidistal@yahoo.com,http://elnidoboutiqueandartcafe.com/,42.6553001,18.0853687
Dive Society Malapascua,,,divesociety.com/ds_mala/index_mala.asp | malapascua@divesociety.com,http://www.divesociety.com/ds_mala/index_mala.asp,11.3279773,124.1142198
Divelink Cebu,,,divelinkcebu.com | divelinkcebu@yahoo.com,http://divelinkcebu.com/,11.3284666,124.114352
Diving Park,,,divingpark.com | park3kr@gmail.com,https://www.divingpark.com,48.74339459999999,2.286855
Dolarog Beach Resort,,,dolarog.com | edolarog@gmail.com,http://www.dolarog.com,11.135674,119.397802
El Bacuit Travel and Tours,,, | elbacuit_philippines@yahoo.com,https://,11.1700231,119.3949789
El Canonero,,,divingresortelcanonero.com/index_eng.html | info@divingresortelcanonero.com,http://www.divingresortelcanonero.com/index_eng.html,37.6007955,-0.8038932999999999
El Nido Resorts - Apulit Island - Diving Centre,,,elnidoresorts.com/elnido/apulit-island-resort/about-apulit-island | asamala@elnidoresorts.com,http://www.elnidoresorts.com/elnido/apulit-island-resort/about-apulit-island/,10.9574645,119.6137271
El Nido Resorts - Apulit Island - Snorkel Centre,,,elnidoresorts.com/elnido/apulit-island-resort/about-apulit-island | asamala@elnidoresorts.com,http://www.elnidoresorts.com/elnido/apulit-island-resort/about-apulit-island/,10.9574645,119.6137271
El Nido Resorts - Lagen Island - Diving Centre,,,elnidoresorts.com/elnido/lagen-island-resort/about-lagen-island | csantos@elnidoresorts.com,http://www.elnidoresorts.com/elnido/lagen-island-resort/about-lagen-island/,11.0938872,119.3887363
El Nido Resorts - Lagen Island - Snorkel Centre,,,elnidoresorts.com/elnido/lagen-island-resort/about-lagen-island | csantos@elnidoresorts.com,http://www.elnidoresorts.com/elnido/lagen-island-resort/about-lagen-island/,11.0938872,119.3887363
El Nido Resorts - Miniloc  Island - Diving Centre,,,elnidoresorts.com/elnido/miniloc-island-resort/about-miniloc | Nbarrameda@elnidoresorts.com,http://www.elnidoresorts.com/elnido/miniloc-island-resort/about-miniloc/,11.1495968,119.3202819
El Nido Resorts - Miniloc  Island - Snorkel Centre,,,elnidoresorts.com/elnido/miniloc-island-resort/about-miniloc | Nbarrameda@elnidoresorts.com,http://www.elnidoresorts.com/elnido/miniloc-island-resort/about-miniloc/,11.1495968,119.3202819
El Nido Resorts - Pangulasian Island - Diving Centre,,,elnidoresorts.com/elnido/pangulasian-island-resort/about-pangulasian-island | Mpolicarpio@elnidoresorts.com,http://www.elnidoresorts.com/elnido/pangulasian-island-resort/about-pangulasian-island/,11.1131545,119.3357393
El Nido Resorts - Pangulasian Island - Snorkel Centre,,,elnidoresorts.com/elnido/pangulasian-island-resort/about-pangulasian-island | Mpolicarpio@elnidoresorts.com,http://www.elnidoresorts.com/elnido/pangulasian-island-resort/about-pangulasian-island/,11.1131545,119.3357393
Elizabeth's Hideaway - Sandbar,,,sandbardivers.com | elizabethhideaway@gmail.com,http://www.sandbardivers.com,,
Emerald Green Malapascua,,, | info@emeraldgreen-malapascua.com,https://,11.3278644,124.1205847
Exotic Dive Resort,,,malapascua.net | gopro@malapascua.net,http://www.malapascua.net/,11.3287292,124.1210794
Fast & Furious Booking Office,,, | ,https://,,
Fish Buddies,,,fishbuddies.net/home.html | fishbuddiesmalapascua@gmail.com,http://www.fishbuddies.net/home.html,11.3269415,124.1184212
Fishermen's Cove (Diver's Cove),,,fishermenscove.com | info@fishermenscove.com,http://www.fishermenscove.com,33.5454006,-117.7958797
French Kiss Divers - Malapascua,,,malapascua-plongee.com | fkdmalapascua@gmail.com,http://malapascua-plongee.com/,11.3269159,124.118034
Frontier Scuba,,,frontierscuba.com | frontierscuba@gmail.com,http://www.frontierscuba.com,13.5210529,120.9736846
Fun'n'Sun - Malapascua,,,funsundivetravel.com | sito@funsundivetravel.com,http://www.funsundivetravel.com/,11.3268937,124.118706
Gemini Travel and Tours,,, | geminitravelandtours@yahoo.com,https://,19.0753229,72.9031253
Go Deep,,,godeep.ph | office@godeep.ph,http://godeep.ph/,48.88455829999999,2.3701395
Golden Monkey Travel and Tour,,,facebook.com/GoldenMonkeyPh | doshermanos1082@gmail.com,https://www.facebook.com/GoldenMonkeyPh,50.0042014,36.2459656
Haqqy Life Travel & Tours,,,haqqy.life | hello.haqqylife@gmail.com,https://www.haqqy.life,11.1811869,119.3918843
Hawaiian Adventure,,, | hawaiian_tours@yahoo.com,https://,19.6682148,-156.0230036
Islandfront Island Tour Booking Office,,, | islandfront_cottages@yahoo.com,https://,11.1613863,119.3980962
Islanen Outdoor Tours,,, | loy_elnido@yahoo.com,https://,48.8361367,2.3265292
Johan Dive,,,johandive.com | chelhwanoh@naver.com,http://www.johandive.com/,11.3284387,124.1209502
John and Ann Travel and Tours,,,Jaatravelandtours.com | jaatravelandtour@gmail.com,https://www.Jaatravelandtours.com,13.5054746,120.9325074
Just Dive Bohol,,,justdivebohol.com | hum2d@naver.com,http://www.justdivebohol.com/,9.557482799999999,123.7571303
Kapupuruan Travel and Tours,,,facebook.com/Kapupuruantours | alfredhgustilo@gmail.com,https://www.facebook.com/Kapupuruantours,11.1815118,119.3913091
Leatherback Travel and Cruise,,,facebook.com/leatherbacktravelandcruise | leatherbackcruise@gmail.com,https://www.facebook.com/leatherbacktravelandcruise,11.1796055,119.3872065
Life Simple Pleasure Travel and Tours,,, | ,https://,11.1818399,119.3918347
Little Mermaid Dive Resort,,,littlemermaiddiveresort.com | malapascua@live.nl,http://www.littlemermaiddiveresort.com/,11.3269548,124.1168699
M&L Divers Town,,,oceanglobe.biz | oceanglobe@hotmail.co.jp,http://www.oceanglobe.biz/,9.947793299999999,123.3661983
Marco Vincent Dive Resort,,,mvdive.com | om@mvdive.com,http://www.mvdive.com,13.506153,120.9062541
Midnight Sun Island Tour,,,midnightsunelnido.wordpress.com | midnightsun_elnido_islandtour@yahoo.com,http://midnightsunelnido.wordpress.com/,11.1873703,119.3945418
Nido Cruiser,,, | ,https://,48.8476474,2.437824
Northern Hope Tours,,, | northernhopetours@gmail.com,https://,11.1801084,119.3873738
Octopus Divers,,,mac-octopusdivers.com | info@mac-octopusdivers.com,https://www.mac-octopusdivers.com,-4.3143213,55.7447721
Paradise Dive Resort,,,paradise-dive.net | diver_ricky@hotmail.com,http://www.paradise-dive.net,13.5214564,120.9781222
Paraiso Chino Dive Center,,, | charles_zhang810@126.com,https://,35.3572397,24.3703007
Philippine Fun Divers,,,boholfundivers.com | holger.horn@gmail.com,https://www.boholfundivers.com,9.548181,123.771208
Piratas Alona Diving Center,,,piratasdivecenter.com | piratasalonadivingcenter@gmail.com,https://www.piratasdivecenter.com,9.548715,123.7735554
Puerto Galera Online Services,,,puertogalera.org | puertogaleraoffice@gmail.com,https://www.puertogalera.org,13.5029592,120.9594039
Red Sun Dive Resort,,,redsunresort.com | redsundiver@hotmail.com,http://www.redsunresort.com,13.5242275,120.9700051
Sea Explorers,,,sea-explorers.com/eng-malapascua | malapascua@sea-explorers.com,http://http://www.sea-explorers.com/eng-malapascua/,11.326997,124.117443
Sea Explorers Dauin,,,sea-explorers.com/dauin | jan@sea-explorers.com,http://www.sea-explorers.com/dauin/,9.191388500000002,123.2709424
Sea Rider Dive Center,,,seariderdivecenter.com | mark@seariderdivecenter.com,http://www.seariderdivecenter.com,13.5212192,120.9731527
Sea Slug Divers,,, | rhein1118@yahoo.com,https://,,
Seaquest Dive Center Bohol,,,seaquestdivecenter.com | ben@seaquestdivecenter.com,https://www.seaquestdivecenter.com,9.548572799999999,123.7728485
Servant Tour Booking Office,,, | ,https://,48.8510714,2.2786276
Sierra Madre Divers,,,smdiversbohol.com | info@smdiversbohol.com,https://www.smdiversbohol.com,9.548663,123.7731619
South Sea Divers,,,southseadivers.com | dive@southseadivers.com,http://www.southseadivers.com,13.520915,120.974062
Spur Travel & Tours,,,spurtravelpalawan.com | spurtravel@yahoo.com,https://www.spurtravelpalawan.com,11.1616315,119.3985799
Stingray Travel and Tours,,, | ,https://,19.3373414,-81.36702199999999
Stunning Vistas Island Tours,,, | reservation_stunningvista@yahoo.com,https://,48.8361367,2.3265292
Submariner Diving Centre,,,submariner-diving.com | info@submariner-diving.com,http://www.submariner-diving.com/,11.1811662,119.3909735
SYPHIL TRAVEL AND TOURS,,,syphiltravelandtours.com | cg.syphilentertainmentprod@gmail.com,https://www.syphiltravelandtours.com/,,
The Blue Abyss Dive Shop,,,blueabyssdiving.com | info@blueabyssdiving.com,http://www.blueabyssdiving.com/,9.9461299,123.3667854
Thresher Cove Divers,,,threshercove.com | dish@threshercove.com,http://threshercove.com/,11.3271045,124.1151953
Tina's Reef Divers,,,tinasreefdivers.com | info@tinasreefdivers.com,http://www.tinasreefdivers.com,13.5218256,120.9785421
Valric Booking Office,,, | ruel.enaya@yahoo.com,https://,,
Verde Divers,,,gulidiving.com | gulidiving@gmail.com,http://www.gulidiving.com,48.86769760000001,2.3014947
Wild Scuba Dive Center,,,web.facebook.com/wildscubaph/?_rdc=1&_rdr | wildscubaph@gmail.com,https://web.facebook.com/wildscubaph/?_rdc=1&_rdr,,
Big Apple Dive Resort,,,bigapplediveresort.com | jdthorp@hotmail.com,https://www.bigapplediveresort.com,13.5200671,120.9745249
Liquid Dive Dumaguete,,,liquiddumaguete.com | dive@liquiddumaguete.com,https://www.liquiddumaguete.com,9.2112368,123.2845901
Mike's Dauin Beach Resort,,,mikes-beachresort.com | info@mikes-beachresort.com,https://mikes-beachresort.com/,9.189743,123.2707061
New Wave Divers Boracay,,,newwavesdiversboracay.com | dive@newwavediversboracay.com,https://www.newwavesdiversboracay.com,11.966702,121.9208253
Solitude Acacia Resort,,,solitude.world | emailus@solitude-acacia.com,https://www.solitude.world,13.7275275,120.884177
